header,score,dist_natc_tend,dist_natc_tend_rev,dist_natc_subopt
5s_Genistelloides-hibernus-1,30.83,4.84,39.07,6.28
5s_Pseudonocardia-halophobica-1,30.39,7.75,30.78,22.84
5s_Clavispora-opuntiae-3,30.16,11.11,52.86,10.64
5s_Kibdelosporangium-aridum-1,30.10,24.29,51.56,51.39
5s_Thiobacillus-sp.-2,28.64,4.22,34.95,6.34
5s_Caenorhabditis-elegans-3,28.05,17.59,20.43,60.38
5s_Ephedra-kokanica-1,27.84,9.94,52.31,5.34
5s_Filobasidium-capsuligenum-1,27.41,14.00,54.78,14.63
5s_Trichosporonoides-oedocephalis-1,26.30,4.87,35.23,5.69
5s_Wolinella-succinogenes-1,26.20,8.55,42.55,9.31
5s_Xylella-fastidiosa-2,25.78,0.89,21.97,6.48
5s_Methanothermobacter-thermautotrophicus-5,25.64,23.08,79.59,15.30
5s_Fusarium-asiaticum-8,25.51,22.42,46.20,46.56
5s_Candidatus-Fritschea-bemisiae-1,25.42,6.25,33.48,10.67
5s_Spirogyra-sp.-1,25.26,27.57,59.81,48.17
5s_Xenopus-tropicalis-1,25.22,16.29,41.72,32.36
5s_Methylophilus-methylotrophus-1,24.96,7.05,42.92,3.19
5s_Thraustochytrium-visurgense-1,24.81,6.00,35.62,7.19
5s_Euglena-gracilis-2,24.45,18.26,52.98,26.25
5s_Photobacterium-profundum-2,23.45,14.71,34.98,32.59
5s_Streptococcus-salivarius-1,23.32,6.15,31.24,10.55
5s_Streptococcus-thermophilus-1,23.32,6.15,31.24,10.55
5s_Streptococcus-thermophilus-2,23.32,6.15,31.24,10.55
5s_Scyliorhinus-canicula-1,23.03,11.74,32.74,25.50
5s_Vibrio-ordalii-1,22.96,11.16,45.29,11.14
5s_Mycobacterium-flavescens-1,22.95,12.53,52.64,7.88
5s_Thermoactinomyces-vulgaris-1,22.92,22.48,48.72,41.65
5s_Pinus-silvestris-1,22.84,10.48,48.94,5.34
5s_Coleochaete-scutata-1,22.43,2.00,22.79,5.65
5s_Tetrahymena-thermophila-1,21.95,7.26,34.63,9.11
5s_Rhodobacter-sphaeroides-2,21.77,13.83,36.90,26.36
5s_Photobacterium-profundum-1,21.61,15.27,34.83,32.59
5s_Gloiopeltis-complanata-1,21.60,12.33,8.21,50.37
5s_Fusarium-asiaticum-3,21.16,4.79,26.31,9.23
5s_Fusarium-cerealis-4,21.16,4.79,26.31,9.23
5s_Fusarium-culmorum-4,21.16,4.79,26.31,9.23
5s_Fusarium-lunulosporum-4,21.16,4.79,26.31,9.23
5s_Fusarium-pseudograminearum-4,21.16,4.79,26.31,9.23
5s_Fusarium-sporotrichioides-3,21.16,4.79,26.31,9.23
5s_Helicobacter-hepaticus-1,20.58,7.16,29.83,12.24
5s_Aeromonas-hydrophila-1,20.47,18.03,53.43,21.14
5s_Saccharomonospora-glauca-1,19.87,14.03,54.53,7.42
5s_Saccharomonospora-sp.-1,19.87,14.03,54.53,7.42
5s_Klebsormidium-flaccidum-1,19.42,7.00,30.02,10.40
5s_Nocardioides-albus-1,18.81,22.70,38.36,48.55
5s_Gastrotheca-riobambae-1,18.78,6.81,31.45,7.77
5s_Calliphora-vicina-1,17.89,14.67,49.31,12.59
5s_Corynebacterium-xerosis-1,17.51,15.93,59.39,5.90
5s_Sulfurococcus-mirabilis-1,17.38,21.56,35.05,47.01
5s_Fluoribacter-bozemanae-1,16.88,2.00,15.98,6.90
5s_Candida-melibiosica-1,16.19,16.22,55.32,9.54
5s_Xenopus-laevis-2,16.19,14.47,50.41,9.19
5s_Xenopus-laevis-5,16.10,26.08,59.88,34.46
5s_Hydrurus-foetidus-1,15.92,23.31,64.99,20.85
5s_Xenopus-laevis-6,14.98,14.10,48.07,9.19
5s_Streptococcus-pyogenes-3,14.89,8.50,33.30,7.10
5s_Streptococcus-pyogenes-4,14.89,8.50,33.30,7.10
5s_Azotobacter-vinelandii-1,14.67,0.20,10.79,4.49
5s_Pseudomonas-syringae-1,14.49,13.00,11.96,41.53
5s_Cycas-revoluta-1,13.36,19.47,60.21,11.55
5s_Xenopus-borealis-4,13.34,11.77,41.29,7.36
5s_Xenopus-laevis-1,13.34,11.77,41.29,7.36
5s_Caenorhabditis-briggsae-1,13.15,6.32,19.98,12.14
5s_Caenorhabditis-elegans-1,13.15,6.32,19.98,12.14
5s_Farysia-thuemenii-1,13.00,5.00,22.70,5.30
5s_Deinococcus-radiodurans-1,12.47,21.20,58.54,17.54
5s_Xenopus-laevis-8,12.38,20.80,63.99,10.79
5s_Burkholderia-caryophylli-1,11.89,1.55,3.88,12.65
5s_Coprinopsis-cinerea-1,11.58,14.02,39.07,14.56
5s_Schizophyllum-commune-1,11.58,14.02,39.07,14.56
5s_Pinus-contorta-1,11.33,11.28,39.84,5.34
5s_Pedinomonas-minor-1,11.30,11.13,34.94,9.77
5s_Corynebacterium-xerosis-2,11.29,15.79,52.83,5.84
5s_Bacillus-subtilis-5,11.21,15.69,40.93,17.35
5s_Perkinsus-olseni-1,10.83,15.79,42.90,15.31
5s_Euplotes-aediculatus-1,10.64,5.18,7.61,18.58
5s_Burkholderia-cepacia-2,10.63,1.64,10.70,4.86
5s_Erythromicrobium-ramosum-1,10.38,26.26,44.14,45.02
5s_Mytilus-galloprovincialis-3,10.33,8.69,31.28,5.11
5s_Escherichia-coli-14,9.72,40.20,71.33,58.99
5s_Xenopus-tropicalis-2,8.91,5.15,8.89,15.47
5s_Exobasidium-vaccinii-1,8.77,11.67,39.87,3.91
5s_Graphiola-phoenicis-1,8.77,11.67,39.87,3.91
5s_Terrapene-carolina-1,8.69,0.00,4.69,4.01
5s_Burkholderia-mallei-1,8.50,4.22,8.18,12.97
5s_Burkholderia-pseudomallei-1,8.50,4.22,8.18,12.97
5s_Bacillus-amyloliquefaciens-1,8.48,5.14,19.29,4.62
5s_Ustilago-hordei-1,8.20,12.96,41.87,5.21
5s_Efibulobasidium-albescens-1,8.09,14.00,35.52,14.56
5s_Tricholoma-matsutake-1,8.09,14.00,35.52,14.56
5s_Esch_coli2B,7.90,36.27,58.21,58.51
5s_Zea-mays-1,7.32,3.13,10.67,6.03
5s_Streptococcus-pyogenes-2,7.07,30.46,49.49,48.96
5s_Meloidogyne-chitwoodi-1,7.02,7.00,19.17,8.85
5s_Vibrio-cholerae-3,6.64,10.00,22.85,13.79
5s_Equisetum-arvense-1,6.52,18.17,54.74,6.31
5s_Neisseria-gonorrhoeae-1,6.52,10.72,31.08,7.58
5s_Neisseria-meningitidis-1,6.52,10.72,31.08,7.58
5s_Pneumocystis-carinii-2,6.44,6.01,18.41,6.08
5s_Sphacelotheca-polygoni-persicariae-1,6.07,19.40,39.56,24.71
5s_Laccaria-bicolor-1,5.83,14.00,33.27,14.56
5s_Coprinopsis-radiata-1,5.79,14.01,33.27,14.56
5s_Notophthalmus-viridescens-1,5.78,14.19,39.67,8.66
5s_Rana-pipiens-1,5.75,11.90,23.14,18.32
5s_Paracoccus-denitrificans-2,5.73,25.22,43.11,38.29
5s_Agaricostilbum-pulcherrimum-2,5.52,3.04,7.37,7.27
5s_Mycobacterium-smegmatis-3,5.52,9.85,29.74,5.35
5s_Thermomicrobium-roseum-1,5.39,44.00,58.45,78.96
5s_Planctomyces-brasiliensis-1,5.14,21.64,38.92,31.14
5s_Blepharisma-japonicum-1,5.02,9.39,23.25,9.93
5s_Drosophila-takahashii-1,4.95,12.02,29.42,11.61
5s_Streptococcus-pyogenes-1,4.39,9.03,23.09,8.38
5s_Dichelobacter-nodosus-1,4.21,11.23,27.71,10.18
5s_Agaricostilbum-pulcherrimum-1,3.73,1.00,1.58,5.16
5s_Agaricus-edulis-1,3.69,21.15,61.53,5.62
5s_Rhabditis-tokai-1,3.57,35.47,55.64,54.34
5s_Asterina-pectinifera-1,3.29,37.88,58.97,57.95
5s_Ascobolus-immersus-1,3.21,8.53,15.33,13.48
5s_Calanus-finmarchicus-1,3.20,5.00,10.24,7.96
5s_Chaetomorpha-moniligera-1,3.12,8.83,19.91,9.69
5s_Pleurotus-ostreatus-1,2.79,17.02,39.07,14.80
5s_Mycoplasma-gallisepticum-2,2.73,16.29,33.78,17.82
5s_Aspergillus-versicolor-1,2.72,0.84,1.89,3.35
5s_Mycobacterium-phlei-2,2.69,0.00,0.01,2.69
5s_Mycobacterium-phlei-1,2.69,0.00,0.01,2.69
5s_Pneumocystis-carinii-1,2.49,4.73,11.53,5.14
5s_Streptococcus-mutans-1,2.39,28.94,44.11,45.10
5s_Pyrococcus-furiosus-2,2.17,23.86,54.59,19.16
5s_Colwellia-psychrerythraea-1,2.13,2.78,3.74,6.75
5s_Xenopus-laevis-9,2.11,19.93,50.09,11.79
5s_Ancylobacter-aquaticus-1,2.08,21.32,41.85,24.20
5s_Pirellula-sp.-2,1.93,24.18,44.00,30.46
5s_Gnetum-gnemon-1,1.75,21.38,52.82,13.07
5s_Pseudomonas-aeruginosa-1,1.53,2.58,4.81,4.46
5s_Pleurodeles-waltl-3,1.43,23.02,61.41,9.08
5s_Gossypium-hirsutum-1,1.41,6.89,16.73,5.35
5s_Legionella-dumoffii-1,1.32,2.08,3.03,4.54
5s_Phaffia-rhodozyma-1,1.16,15.56,33.27,14.56
5s_Xanthomonas-axonopodis-1,1.12,5.28,13.87,3.08
5s_Xanthomonas-campestris-1,1.12,5.28,13.87,3.08
5s_Oerskovia-turbata-1,0.91,9.86,26.17,4.31
5s_Burkholderia-cepacia-1,0.87,1.15,0.61,3.71
5s_Protomyces-inundatus-1,0.80,26.65,46.36,34.39
5s_Amoebidium-parasiticum-1,0.77,3.00,5.06,4.70
5s_Rhodococcus-erythropolis-2,0.68,7.80,18.10,5.99
5s_Secale-cereale-2,0.64,3.13,3.08,6.96
5s_Triticum-aestivum-1,0.64,3.13,3.08,6.96
5s_Escherichia-coli-11,0.57,33.96,44.93,57.52
5s_Mycoplasma-gallisepticum-3,0.38,16.28,31.40,17.82
5s_Mycoplasma-gallisepticum-4,0.38,16.28,31.40,17.82
5s_Drosophila-erecta-1,0.37,14.67,31.79,12.59
5s_Drosophila-mauritiana-1,0.37,14.67,31.79,12.59
5s_Drosophila-melanogaster-1,0.37,14.67,31.79,12.59
5s_Drosophila-sechellia-1,0.37,14.67,31.79,12.59
5s_Drosophila-simulans-1,0.37,14.67,31.79,12.59
5s_Drosophila-teissieri-1,0.37,14.67,31.79,12.59
5s_Drosophila-yakuba-1,0.37,14.67,31.79,12.59
5s_Vibrio-cholerae-1,0.37,14.00,28.58,13.79
5s_Scenedesmus-obliquus-1,-0.04,23.43,38.29,31.96
5s_Haemophilus-influenzae-6,-0.06,9.32,17.42,10.47
5s_Oryza-sativa-1,-0.10,3.00,3.01,5.89
5s_Streptococcus-pneumoniae-2,-0.11,26.25,49.57,29.07
5s_Methanothermobacter-thermautotrophicus-4,-0.29,13.44,33.02,7.01
5s_Legionella-pneumophila-1,-0.29,25.11,33.80,41.22
5s_Streptococcus-mutans-2,-0.41,29.32,42.00,45.54
5s_Candidatus-Tremblaya-princeps-5,-0.59,30.63,44.70,46.61
5s_Bacillus-licheniformis-6,-0.64,30.01,47.44,41.96
5s_Sabellastarte-japonica-1,-0.70,11.90,31.03,3.96
5s_Mortierella-formosensis-1,-1.16,4.75,6.70,6.40
5s_Streptococcus-pneumoniae-1,-1.26,26.25,48.70,28.79
5s_Bacillus-sp.-2,-1.26,19.35,39.10,17.70
5s_Cellulomonas-biazotea-1,-1.30,15.42,25.95,19.02
5s_Schizosaccharomyces-pombe-1,-1.54,14.92,38.63,4.60
5s_Thiomicrospira-sp.-1,-1.59,19.00,36.84,18.57
5s_Acholeplasma-laidlawii-3,-1.64,7.84,7.90,14.00
5s_Euplotes-octocarinatus-1,-1.73,11.88,22.76,11.14
5s_Buchnera-aphidicola-2,-1.76,3.48,4.48,4.19
5s_Vibrio-cincinnatiensis-1,-1.90,10.00,14.20,13.90
5s_Vibrio-fluvialis-1,-2.01,7.01,10.51,8.50
5s_Vibrio-metschnikovii-1,-2.22,10.04,14.00,13.90
5s_Photobacterium-damselae-2,-2.44,23.62,42.01,26.41
5s_Linderina-macrospora-1,-2.70,4.00,4.00,5.31
5s_Dipsacomyces-acuminosporus-1,-2.71,4.00,4.01,5.28
5s_Zygoascus-hellenicus-1,-2.83,5.36,5.50,7.75
5s_Colwellia-psychrerythraea-2,-3.08,4.71,4.29,6.75
5s_Mannheimia-succiniciproducens-1,-3.15,9.25,13.57,11.03
5s_Arthrobacter-luteus-1,-3.18,2.89,0.88,4.60
5s_Pseudomonas-aeruginosa-2,-3.28,2.58,0.00,4.46
5s_Xenopus-borealis-2,-3.43,37.44,52.90,55.99
5s_Andrias-davidianus-1,-3.44,30.97,47.18,42.28
5s_Emericella-nidulans-3,-3.55,2.98,1.89,3.52
5s_Bacillus-subtilis-2,-3.66,19.89,38.31,17.70
5s_Bacillus-subtilis-4,-3.66,19.89,38.31,17.70
5s_Urocystis-primulicola-1,-4.04,17.41,42.97,5.22
5s_Ustilago-longissima-1,-4.04,17.41,42.97,5.22
5s_Sphingomonas-ursincola-1,-4.14,20.51,19.78,37.62
5s_Cancer-pagurus-1,-4.52,9.79,14.50,10.36
5s_Fusarium-pseudograminearum-3,-4.92,30.90,50.90,36.87
5s_Listonella-anguillarum-1,-4.97,16.02,22.91,20.17
5s_Vibrio-parahaemolyticus-3,-5.13,6.13,6.01,7.24
5s_Aquaspirillum-serpens-1,-5.16,16.98,32.76,13.01
5s_Tremella-mesenterica-2,-5.25,27.03,50.47,25.38
5s_Paracoccus-denitrificans-1,-5.34,27.49,37.24,39.88
5s_Lingula-anatina-2,-5.39,21.41,52.41,6.43
5s_Lactobacillus-delbrueckii-2,-5.60,35.82,46.36,55.51
5s_Enterococcus-faecalis-1,-5.98,10.13,17.11,7.31
5s_Vibrio-mimicus-1,-6.56,10.00,9.53,13.90
5s_Burkholderia-cepacia-3,-6.63,3.81,0.01,4.80
5s_Mannheimia-succiniciproducens-2,-6.70,9.25,10.02,11.03
5s_Vibrio-harveyi-1,-6.82,14.00,19.73,15.45
5s_Ralstonia-solanacearum-1,-6.99,6.96,6.10,7.78
5s_Paracentrotus-lividus-2,-7.00,20.28,41.72,12.12
5s_Candida-antarctica-1,-7.05,18.42,41.97,6.22
5s_Thiobacillus-thioparus-1,-7.23,18.68,35.40,13.39
5s_Psilotum-nudum-1,-7.27,30.71,67.44,17.42
5s_Haemophilus-influenzae-1,-7.35,9.22,9.84,10.47
5s_Saccharothrix-australiensis-1,-7.50,16.66,23.98,18.50
5s_Photobacterium-sp.-1,-7.54,23.14,36.43,25.44
5s_Meloidogyne-arenaria-4,-7.56,23.54,56.23,6.84
5s_Methylobacterium-organophilum-1,-7.57,37.72,45.86,59.72
5s_Escherichia-coli-15,-7.59,39.81,53.53,58.32
5s_Aspergillus-flavus-1,-7.89,5.12,2.85,4.61
5s_Polyangium-cellulosum-1,-7.90,14.00,21.31,12.79
5s_Erythromicrobium-ezovicum-1,-7.93,15.21,18.59,19.11
5s_Amycolatopsis-mediterranei-1,-8.12,8.67,11.04,6.84
5s_Ceratobasidium-cornigerum-1,-8.17,18.67,33.27,14.56
5s_Uthatobasidium-fusisporum-1,-8.17,18.67,33.27,14.56
5s_Idiomarina-loihiensis-2,-8.19,6.64,5.93,5.81
5s_Enterococcus-faecalis-2,-8.27,8.65,12.70,4.96
5s_Listonella-pelagia-1,-8.48,17.02,21.87,20.72
5s_Legionella-pneumophila-2,-8.51,25.00,25.00,41.49
5s_Vibrio-cholerae-4,-8.58,14.00,14.35,19.07
5s_Ureaplasma-urealyticum-1,-8.65,9.51,10.32,9.56
5s_Ureaplasma-urealyticum-2,-8.65,9.51,10.32,9.56
5s_Sporosarcina-ureae-1,-8.70,10.19,11.84,10.04
5s_Coleosporium-tussilaginis-1,-8.72,28.64,62.59,14.63
5s_Filobasidium-floriforme-1,-8.72,28.64,62.59,14.63
5s_Gymnosporangium-clavariaeforme-1,-8.72,28.64,62.59,14.63
5s_Puccinia-poarum-1,-8.72,28.64,62.59,14.63
5s_Achromobacter-denitrificans-1,-9.12,20.66,26.28,26.59
5s_Rana-catesbeiana-1,-9.12,19.42,36.61,12.52
5s_Alcaligenes-faecalis-3,-9.16,13.00,17.14,12.70
5s_Flectobacillus-major-1,-9.18,11.05,11.04,12.93
5s_Xenopus-laevis-3,-9.18,14.72,23.94,11.06
5s_Bacillus-firmus-1,-9.30,18.22,27.75,17.61
5s_Vibrio-vulnificus-5,-9.32,14.00,14.01,18.68
5s_Vibrio-fischeri-2,-9.37,19.24,23.00,25.35
5s_Chlorobium-tepidum-1,-9.44,20.21,35.95,15.23
5s_Vibrio-natriegens-1,-9.57,14.00,14.00,18.43
5s_Vibrio-parahaemolyticus-5,-9.59,14.00,14.00,18.41
5s_Vibrio-vulnificus-2,-9.59,14.00,14.00,18.41
5s_Mycoplasma-mobile-1,-9.66,11.01,11.02,12.35
5s_Tremella-encephala-1,-9.67,37.63,44.00,59.22
5s_Idiomarina-loihiensis-1,-9.68,6.65,4.45,5.81
5s_Ureaplasma-parvum-3,-9.81,9.46,9.01,9.56
5s_Neurospora-africana-2,-9.92,7.16,4.03,7.53
5s_Neurospora-crassa-14,-9.92,7.16,4.03,7.53
5s_Neurospora-intermedia-2,-9.92,7.16,4.03,7.53
5s_Mycoplasma-gallisepticum-1,-9.95,21.73,32.15,23.08
5s_Chlorella-sp.-1,-9.96,34.36,62.10,31.03
5s_Tinca-tinca-2,-10.13,40.74,54.93,57.18
5s_Ureaplasma-parvum-1,-10.22,9.46,9.07,9.10
5s_Ureaplasma-parvum-2,-10.22,9.46,9.07,9.10
5s_Finegoldia-magna-2,-10.26,20.31,25.17,25.51
5s_Proteus-vulgaris-1,-10.30,44.89,61.03,63.35
5s_Rhodococcus-erythropolis-1,-10.42,6.34,2.65,5.94
5s_Daphnia-magna-1,-10.46,23.31,5.00,54.47
5s_Porphyra-tenera-1,-10.54,18.12,34.62,9.19
5s_Bacillus-licheniformis-2,-10.65,30.89,40.04,41.98
5s_Escherichia-coli-1,-10.83,39.16,48.34,58.32
5s_Salmonella-typhimurium-2,-10.83,39.16,48.34,58.32
5s_Cryptomonas-paramecium-1,-10.86,14.38,15.38,16.91
5s_Legionella-pneumophila-3,-11.06,28.71,26.19,48.87
5s_Euplotes-vannus-1,-11.14,10.13,7.62,11.63
5s_Xenopus-laevis-7,-11.21,29.53,61.01,16.38
5s_Planctomyces-limnophilus-1,-11.28,22.77,27.32,29.72
5s_Mycobacterium-leprae-2,-11.35,8.70,8.23,6.52
5s_Pirellula-sp.-1,-11.68,13.78,22.92,6.76
5s_Mycoplasma-pneumoniae-1,-11.72,22.23,9.75,45.22
5s_Vibrio-diazotrophicus-1,-11.72,14.00,14.83,15.45
5s_Aquifex-aeolicus-1,-12.08,29.34,61.98,13.95
5s_Hyphomonas-oligotropha-1,-12.14,39.03,54.02,50.93
5s_Euplotes-woodruffi-1,-12.28,11.88,12.22,11.14
5s_Vibrio-parahaemolyticus-6,-12.33,14.00,14.00,15.67
5s_Sepia-officinalis-1,-12.45,42.31,58.28,56.20
5s_Candida-albicans-1,-12.47,11.12,9.69,11.19
5s_Sargassum-fulvellum-1,-12.50,20.55,40.84,8.30
5s_Sterkiella-nova-1,-12.54,36.12,42.54,53.28
5s_Finegoldia-magna-1,-12.60,21.24,25.59,25.51
5s_Vibrio-proteolyticus-1,-12.84,14.26,14.49,15.45
5s_Haliclona-oculata-1,-12.98,21.91,41.73,11.03
5s_Legionella-longbeachae-1,-12.98,5.23,0.10,2.62
5s_Basidiobolus-magnus-1,-13.02,9.07,7.26,6.92
5s_Crypthecodinium-cohnii-1,-13.05,13.97,16.17,12.70
5s_Anaplasma-phagocytophilum-1,-13.08,41.68,54.81,57.16
5s_Lactobacillus-brevis-1,-13.09,33.30,43.67,43.15
5s_Beggiatoa-alba-1,-13.09,7.49,5.58,3.80
5s_Cupriavidus-necator-1,-13.21,14.93,20.34,11.24
5s_Pseudomonas-fluorescens-1,-13.38,12.91,11.97,13.37
5s_Pseudomonas-fluorescens-2,-13.39,12.91,11.96,13.37
5s_Ureaplasma-urealyticum-3,-13.47,11.13,9.01,10.90
5s_Arion-rufus-1,-13.50,15.69,21.79,11.78
5s_Vibrio-vulnificus-3,-13.53,18.00,18.97,21.50
5s_Herbidospora-cretacea-1,-13.55,12.51,15.19,8.79
5s_Shigella-flexneri-1,-13.58,40.13,48.67,58.14
5s_Plesiomonas-shigelloides-1,-13.75,33.34,35.64,50.62
5s_Vibrio-gazogenes-1,-13.75,33.34,35.64,50.62
5s_Phlyctochytrium-irregulare-1,-13.76,24.91,56.00,4.96
5s_Pseudomonas-fluorescens-3,-13.82,12.91,12.07,12.83
5s_Pseudomonas-putida-1,-13.82,12.91,12.07,12.83
5s_Pseudomonas-fluorescens-4,-13.94,12.91,11.96,12.83
5s_Pseudomonas-putida-2,-13.94,12.91,11.96,12.83
5s_Prosthecomicrobium-enhydrum-1,-14.00,25.67,52.51,10.51
5s_Photobacterium-profundum-3,-14.03,29.17,40.00,33.50
5s_Perkinsus-andrewsi-1,-14.13,15.49,17.08,15.26
5s_Meloidogyne-arenaria-1,-14.16,25.59,55.78,6.84
5s_Photobacterium-angustum-1,-14.17,22.31,27.26,25.50
5s_Photobacterium-leiognathi-1,-14.17,22.31,27.26,25.50
5s_Coxiella-burnetii-2,-14.27,32.59,52.27,31.23
5s_Vibrio-tubiashii-1,-14.30,18.97,21.90,20.72
5s_Kutzneria-viridogrisea-1,-14.34,29.51,57.86,16.31
5s_Oenococcus-oeni-1,-14.35,35.67,43.97,48.68
5s_Yersinia-pestis-5,-14.41,33.34,48.75,36.87
5s_Phascolopsis-gouldii-1,-14.43,22.96,49.96,4.49
5s_Diplonema-papillatum-1,-14.66,40.92,54.01,54.10
5s_Bacteroides-fragilis-6,-14.70,31.97,33.64,47.57
5s_Cryptococcus-bacillisporus-1,-15.26,20.99,42.83,4.87
5s_Cryptococcus-neoformans-1,-15.26,20.99,42.83,4.87
5s_Candidatus-Phytoplasma-asteris-1,-15.39,27.30,45.22,21.28
5s_Diplonema-papillatum-2,-15.49,37.00,45.51,50.01
5s_Chlorobium-limicola-1,-15.51,12.94,12.41,10.90
5s_Dactylosporangium-aurantiacum-1,-15.56,31.34,60.55,17.91
5s_Smittium-culisetae-1,-15.75,10.12,8.53,6.07
5s_Brevibacterium-casei-1,-15.80,37.26,57.52,38.45
5s_Mycobacterium-leprae-1,-15.82,10.18,8.19,6.52
5s_Onchocerca-volvulus-1,-15.84,40.24,48.12,56.76
5s_Aspergillus-niger-1,-16.07,7.76,2.85,4.35
5s_Esch_coli5B,-16.15,40.04,46.77,57.21
5s_Asellus-aquaticus-2,-16.61,28.41,48.27,20.35
5s_Starkeya-novella-1,-16.94,31.26,52.40,24.46
5s_Halocynthia-roretzi-1,-17.00,11.56,12.95,4.74
5s_Perkinsus-andrewsi-2,-17.02,15.78,15.01,15.31
5s_Flavobacterium-johnsoniae-1,-17.11,43.26,63.60,49.08
5s_Acholeplasma-laidlawii-2,-17.11,8.72,0.00,9.06
5s_Vibrio-mediterranei-1,-17.21,19.14,19.53,20.68
5s_Cryptococcus-humicola-1,-17.42,13.98,21.10,3.42
5s_Aspergillus-unguis-1,-17.50,9.27,6.00,4.33
5s_Thermococcus-kodakarensis-1,-17.55,16.66,27.60,4.81
5s_Tuberoidobacter-mutans-1,-17.61,38.89,55.23,43.84
5s_Helix-pomatia-1,-18.12,15.71,17.17,11.83
5s_Eurypelma-californica-1,-18.15,15.57,14.03,14.55
5s_Trichoplax-adhaerens-1,-18.18,28.06,33.83,32.15
5s_Rumex-acetosa-1,-18.43,16.30,25.47,5.01
5s_Xanthobacter-viscosus-1,-18.52,33.11,53.99,26.83
5s_Ambystoma-salmoides-1,-18.98,31.78,42.46,33.89
5s_Gemm_obscuB,-19.27,29.97,27.64,43.01
5s_Mannheimia-succiniciproducens-3,-19.42,12.88,9.83,9.39
5s_Solemya-velum-1,-19.59,24.06,48.00,4.57
5s_Vibrio-logei-1,-19.66,23.19,25.58,24.33
5s_Xanthomonas-oryzae-1,-19.90,7.69,0.60,2.58
5s_E_glandulE,-20.05,18.01,16.79,17.18
5s_Andrias-japonicus-2,-20.10,38.92,56.65,40.01
5s_Lethenteron-japonicum-1,-20.11,21.02,36.46,6.48
5s_Lethenteron-reissneri-1,-20.11,21.02,36.46,6.48
5s_Clostridium-butyricum-2,-20.12,10.89,4.00,8.56
5s_Mycoplasma-pulmonis-1,-20.25,17.02,17.17,13.64
5s_Corynebacterium-efficiens-1,-20.33,37.48,41.69,50.41
5s_Rhodopirellula-baltica-1,-20.33,30.71,41.34,30.46
5s_Emericella-nidulans-6,-20.38,9.15,3.86,3.22
5s_Vibrio-fischeri-3,-20.52,16.14,11.06,16.83
