header,score,dist_natc_tend,dist_natc_tend_rev,dist_natc_subopt
5s_Xenopus-laevis-3,29.28,11.04,51.35,11.06
5s_Fusarium-asiaticum-8,29.23,22.02,48.72,46.56
5s_Xenopus-laevis-6,29.14,9.27,47.75,9.19
5s_Fusarium-asiaticum-3,28.98,4.00,31.76,9.23
5s_Fusarium-cerealis-4,28.98,4.00,31.76,9.23
5s_Fusarium-culmorum-4,28.98,4.00,31.76,9.23
5s_Fusarium-lunulosporum-4,28.98,4.00,31.76,9.23
5s_Fusarium-pseudograminearum-4,28.98,4.00,31.76,9.23
5s_Fusarium-sporotrichioides-3,28.98,4.00,31.76,9.23
5s_Pseudomonas-syringae-3,28.65,13.00,12.36,55.31
5s_Xanthomonas-axonopodis-1,28.33,7.62,48.12,3.08
5s_Xanthomonas-campestris-1,28.33,7.62,48.12,3.08
5s_Tilletia-controversa-1,28.30,5.91,40.41,5.62
5s_Xenopus-laevis-2,27.72,10.84,51.04,9.19
5s_Thiobacillus-sp.-2,27.62,4.22,33.93,6.34
5s_Iguana-iguana-1,27.47,7.76,10.39,40.35
5s_Nocardioides-albus-1,27.45,22.07,45.12,48.55
5s_Methanothermobacter-thermautotrophicus-5,26.64,22.73,79.55,15.30
5s_Photobacterium-profundum-1,26.46,15.41,40.10,32.59
5s_Trichosporonoides-oedocephalis-1,25.95,7.44,42.57,5.69
5s_Bullera-alba-1,25.92,1.15,26.22,3.15
5s_Xenopus-tropicalis-1,25.47,18.85,49.66,32.36
5s_Burkholderia-caryophylli-1,24.90,0.84,14.76,12.65
5s_Blakeslea-trispora-1,24.54,5.54,32.49,8.68
5s_Ephedra-kokanica-1,24.46,9.87,48.72,5.34
5s_Wigglesworthia-glossinidia-1,24.30,7.45,8.61,38.03
5s_Calliphora-vicina-1,23.71,12.03,47.21,12.59
5s_Tetrahymena-pyriformis-1,23.41,7.01,35.32,9.11
5s_Halorubrum-distributum-4,23.33,9.48,46.19,5.60
5s_Halorubrum-terrestre-2,23.33,9.48,46.19,5.60
5s_Sulfurococcus-mirabilis-1,21.81,20.61,36.64,47.01
5s_Klebsormidium-flaccidum-1,21.68,7.00,32.29,10.40
5s_Helicobacter-hepaticus-1,21.06,7.01,29.83,12.24
5s_Photobacterium-profundum-2,20.97,14.75,32.63,32.59
5s_Mycobacterium-flavescens-1,20.75,7.80,36.28,7.88
5s_Xenopus-laevis-5,20.58,23.56,56.81,34.46
5s_Zea-mays-1,20.06,3.13,23.41,6.03
5s_Coleochaete-scutata-1,20.01,2.05,20.50,5.65
5s_Lingula-anatina-2,19.54,10.47,44.51,6.43
5s_Vibrio-cholerae-3,19.53,10.04,35.86,13.79
5s_Hydrurus-foetidus-1,19.42,23.67,69.58,20.85
5s_Candidatus-Fritschea-bemisiae-1,19.19,8.51,34.05,10.67
5s_Streptococcus-agalactiae-1,18.96,23.46,42.23,47.10
5s_Streptococcus-agalactiae-2,18.96,23.46,42.23,47.10
5s_Xenopus-borealis-1,18.89,19.14,52.11,24.20
5s_Kutzneria-viridogrisea-1,17.82,17.92,55.26,16.31
5s_Wolinella-succinogenes-1,17.36,8.55,33.71,9.31
5s_Filobasidiella-neoformans-1,17.15,14.67,36.62,24.55
5s_Rhabditis-tokai-1,16.71,31.14,55.78,54.34
5s_Tinca-tinca-2,16.30,31.93,54.93,57.18
5s_Acremonium-persicinum-2,15.56,6.22,28.01,6.19
5s_Streptococcus-pyogenes-3,15.53,8.47,33.83,7.10
5s_Streptococcus-pyogenes-4,15.53,8.47,33.83,7.10
5s_Azotobacter-vinelandii-1,15.28,0.00,10.79,4.49
5s_Thermoactinomyces-vulgaris-1,15.24,27.24,55.31,41.65
5s_Illex-illecebrosus-1,14.93,30.00,49.51,55.43
5s_Calanus-finmarchicus-1,14.70,5.00,21.74,7.96
5s_F_florifoWE,14.68,21.01,63.15,14.56
5s_Filobasidium-capsuligenum-1,14.58,14.00,41.95,14.63
5s_Pseudomonas-syringae-1,14.48,13.00,11.95,41.53
5s_Candidatus-Tremblaya-princeps-3,14.41,14.58,50.21,7.93
5s_Candidatus-Tremblaya-princeps-5,14.20,25.50,44.09,46.61
5s_Terrapene-carolina-1,14.03,0.00,10.02,4.01
5s_Euplotes-octocarinatus-1,13.99,5.90,20.55,11.14
5s_Cryptococcus-humicola-1,13.74,7.54,32.96,3.42
5s_Euglena-gracilis-2,13.74,18.69,43.56,26.25
5s_Vibrio-aestuarianus-1,13.50,16.74,37.55,26.17
5s_Clavispora-opuntiae-3,13.14,10.94,35.32,10.64
5s_Shewanella-oneidensis-1,13.06,1.35,0.13,16.99
5s_Tetrahymena-thermophila-1,12.89,7.01,24.82,9.11
5s_Lemna-minor-1,12.88,11.70,42.76,5.22
5s_Genistelloides-hibernus-1,12.74,13.51,46.99,6.28
5s_Thermococcus-kodakarensis-1,12.69,6.20,26.48,4.81
5s_Aeromonas-hydrophila-1,12.28,18.11,45.46,21.14
5s_Nitella-flexilis-1,11.89,36.78,60.65,61.58
5s_Pleurotus-ostreatus-1,11.86,14.00,39.06,14.80
5s_Burkholderia-mallei-1,11.81,3.85,10.39,12.97
5s_Burkholderia-pseudomallei-1,11.81,3.85,10.39,12.97
5s_Drosophila-erecta-1,11.70,12.03,35.20,12.59
5s_Drosophila-mauritiana-1,11.70,12.03,35.20,12.59
5s_Drosophila-melanogaster-1,11.70,12.03,35.20,12.59
5s_Drosophila-sechellia-1,11.70,12.03,35.20,12.59
5s_Drosophila-simulans-1,11.70,12.03,35.20,12.59
5s_Drosophila-teissieri-1,11.70,12.03,35.20,12.59
5s_Drosophila-yakuba-1,11.70,12.03,35.20,12.59
5s_Bacillus-sp.-2,11.66,16.18,42.52,17.70
5s_Bacillus-subtilis-2,11.66,16.18,42.51,17.70
5s_Bacillus-subtilis-4,11.66,16.18,42.51,17.70
5s_Burkholderia-cepacia-2,11.60,0.00,6.75,4.86
5s_Coprinopsis-cinerea-1,11.58,14.01,39.06,14.56
5s_Schizophyllum-commune-1,11.58,14.01,39.06,14.56
5s_Arion-rufus-1,11.18,13.00,38.40,11.78
5s_Xenopus-laevis-8,10.80,21.67,65.03,10.79
5s_Thiomicrospira-sp.-1,10.60,17.78,45.36,18.57
5s_Streptococcus-pyogenes-1,10.50,9.00,29.13,8.38
5s_Bacillus-subtilis-5,10.39,16.02,41.08,17.35
5s_Legionella-pneumophila-3,10.24,28.71,47.49,48.87
5s_Spirocodon-saltatrix-1,10.18,14.57,42.67,11.23
5s_Xenopus-tropicalis-2,9.74,5.15,9.72,15.47
5s_Shewanella-oneidensis-2,9.52,3.76,3.80,16.99
5s_Hemicentrotus-sp.-1,9.01,6.85,26.29,3.27
5s_Xenopus-laevis-4,8.81,13.75,37.24,12.83
5s_Beggiatoa-alba-1,8.81,0.11,5.34,3.80
5s_Vibrio-harveyi-1,8.80,14.00,35.35,15.45
5s_Methylobacterium-organophilum-1,8.65,30.39,40.09,59.72
5s_Paracentrotus-lividus-2,8.50,14.00,38.38,12.12
5s_Thermococcus-kodakarensis-2,8.45,12.36,40.76,4.77
5s_Idiomarina-loihiensis-2,8.28,0.00,2.47,5.81
5s_Idiomarina-loihiensis-1,8.28,0.00,2.47,5.81
5s_Euplotes-woodruffi-1,8.24,5.90,14.80,11.14
5s_Enterococcus-faecalis-2,8.20,4.02,15.29,4.96
5s_Mytilus-galloprovincialis-3,8.02,8.69,28.97,5.11
5s_Mycobacterium-phlei-2,7.78,0.03,5.18,2.69
5s_Pedinomonas-minor-1,7.62,12.23,34.56,9.77
5s_Rhodobacter-sphaeroides-2,7.58,22.57,48.92,26.36
5s_Streptococcus-pyogenes-2,7.46,30.46,49.88,48.96
5s_Natrinema-sp.-1,7.32,17.64,51.86,8.37
5s_Chrysaora-quinquecirrha-1,7.13,21.26,58.10,12.80
5s_Drosophila-takahashii-1,6.79,12.02,31.24,11.61
5s_Mycobacterium-smegmatis-1,6.66,0.30,2.15,5.40
5s_Tremella-encephala-1,6.60,32.21,44.00,59.22
5s_Paracoccus-denitrificans-2,6.56,24.96,43.14,38.29
5s_Rana-pipiens-1,6.47,9.82,17.60,18.32
5s_Agaricostilbum-pulcherrimum-1,6.19,0.00,1.04,5.16
5s_Euplotes-vannus-1,5.98,5.15,9.80,11.63
5s_Cryptococcus-neoformans-2,5.68,16.84,51.32,4.87
5s_Amoebidium-parasiticum-1,5.46,3.00,9.75,4.70
5s_Farysia-thuemenii-1,5.45,5.00,15.15,5.30
5s_Vibrio-ordalii-1,5.42,10.24,25.00,11.14
5s_Secale-cereale-2,5.27,3.13,7.72,6.96
5s_Triticum-aestivum-1,5.27,3.13,7.72,6.96
5s_Shigella-flexneri-1,5.21,35.25,52.81,58.14
5s_Clostridium-pasteurianum-1,5.20,33.05,58.15,46.19
5s_Fusarium-cerealis-7,5.16,8.82,20.76,10.86
5s_Laccaria-bicolor-1,5.06,14.00,32.50,14.56
5s_Coprinopsis-radiata-1,4.99,14.02,32.50,14.56
5s_Gnetum-gnemon-1,4.51,21.75,56.70,13.07
5s_Gossypium-hirsutum-1,4.43,5.36,15.17,5.35
5s_Azoarcus-sp.-1,3.81,7.01,14.16,10.67
5s_Xenopus-laevis-7,3.80,25.05,62.57,16.38
5s_Meloidogyne-chitwoodi-1,3.60,7.00,15.74,8.85
5s_Streptomyces-sp.-1,3.35,3.28,5.00,8.19
5s_Smittium-culisetae-1,3.13,15.25,42.80,6.07
5s_Efibulobasidium-albescens-1,3.04,15.38,34.61,14.56
5s_Tricholoma-matsutake-1,3.04,15.38,34.61,14.56
5s_Fluoribacter-bozemanae-1,2.94,2.00,2.05,6.90
5s_Emericella-nidulans-3,2.86,0.80,1.74,3.52
5s_Rumex-acetosa-1,2.83,8.63,23.72,5.01
5s_Asterina-pectinifera-1,2.83,38.01,58.89,57.95
5s_Mycoplasma-gallisepticum-2,2.80,16.26,33.78,17.82
5s_Seliberia-stellata-1,2.77,18.59,46.78,11.76
5s_Aspergillus-versicolor-1,2.75,0.78,1.74,3.35
5s_Parachlamydia-sp.-1,2.72,4.36,8.99,6.81
5s_Mycobacterium-phlei-1,2.69,0.00,0.01,2.69
5s_Sphacelotheca-polygoni-persicariae-1,2.52,20.59,39.57,24.71
5s_Planctomyces-brasiliensis-1,2.43,22.50,38.78,31.14
5s_Streptococcus-pneumoniae-1,2.17,26.25,52.13,28.79
5s_Phlyctochytrium-irregulare-1,2.15,9.48,25.63,4.96
5s_Emericella-nidulans-4,1.38,1.13,1.77,3.01
5s_Burkholderia-cepacia-1,1.32,0.82,0.07,3.71
5s_Thermoplasma-volcanium-1,1.32,2.16,2.62,5.18
5s_Cellulomonas-biazotea-1,1.26,13.48,22.67,19.02
5s_Streptococcus-pneumoniae-2,1.06,26.25,50.74,29.07
5s_Dichelobacter-nodosus-1,0.96,11.26,24.57,10.18
5s_Mycoplasma-gallisepticum-3,0.93,16.25,31.87,17.82
5s_Mycoplasma-gallisepticum-4,0.93,16.25,31.87,17.82
5s_Aquaspirillum-serpens-1,0.76,14.01,29.80,13.01
5s_Gluconobacter-oxydans-3,0.66,12.88,35.13,4.16
5s_Oryza-sativa-1,0.59,3.00,3.70,5.89
5s_Cryptococcus-bacillisporus-1,0.53,16.84,46.18,4.87
5s_Cryptococcus-neoformans-1,0.53,16.84,46.18,4.87
5s_Legionella-dumoffii-1,0.47,2.02,2.00,4.54
5s_Cancer-pagurus-1,0.40,9.30,17.95,10.36
5s_Oerskovia-turbata-1,0.31,10.73,28.20,4.31
5s_Pneumocystis-carinii-2,0.23,8.00,18.16,6.08
5s_Erythromicrobium-ramosum-1,0.19,29.59,43.95,45.02
5s_Legionella-longbeachae-1,0.13,0.85,0.07,2.62
5s_Starkeya-novella-1,0.02,25.46,51.95,24.46
5s_Schizosaccharomyces-pombe-3,-0.01,14.27,37.69,5.13
5s_Sporosarcina-ureae-1,-0.07,10.01,19.92,10.04
5s_Septobasidium-carestianum-1,-0.09,3.00,4.09,4.82
5s_Scenedesmus-obliquus-1,-0.11,23.50,38.42,31.96
5s_Caenorhabditis-briggsae-1,-0.18,6.31,6.62,12.14
5s_Caenorhabditis-elegans-1,-0.18,6.31,6.62,12.14
5s_Buchnera-aphidicola-2,-0.33,3.00,4.48,4.19
5s_Pleurodeles-waltl-3,-0.33,24.55,64.22,9.08
5s_Anthoceros-punctatus-1,-0.52,27.95,69.94,13.39
5s_Onchocerca-volvulus-1,-0.60,34.94,47.44,56.76
5s_Paracoccus-denitrificans-1,-0.61,25.00,34.50,39.88
5s_Burkholderia-cepacia-3,-0.84,1.88,0.00,4.80
5s_Bacillus-amyloliquefaciens-1,-1.11,7.80,17.66,4.62
5s_Russula-cyanoxantha-1,-1.33,14.69,28.18,14.56
5s_Methanosarcina-vacuolata-1,-1.45,34.04,70.03,30.64
5s_Exobasidium-vaccinii-1,-1.60,15.32,40.43,3.91
5s_Graphiola-phoenicis-1,-1.60,15.32,40.43,3.91
5s_Agaricostilbum-pulcherrimum-2,-1.67,4.00,3.07,7.27
5s_Haemophilus-influenzae-4,-1.75,9.64,16.68,10.50
5s_Zygoascus-hellenicus-1,-1.99,5.01,5.30,7.75
5s_Treponema-denticola-1,-2.04,33.21,48.00,49.58
5s_Vibrio-cincinnatiensis-1,-2.09,10.00,14.00,13.90
5s_Vibrio-metschnikovii-1,-2.09,10.00,14.00,13.90
5s_Perkinsus-olseni-1,-2.29,15.79,29.77,15.31
5s_Aquifex-aeolicus-1,-2.32,21.40,47.93,13.95
5s_Methylomicrobium-album-1,-2.40,13.74,34.05,4.76
5s_Halothiobacillus-neapolitanus-1,-2.48,7.42,12.51,7.28
5s_Acholeplasma-laidlawii-3,-2.49,7.85,7.06,14.00
5s_Gastrotheca-riobambae-1,-2.52,7.19,11.29,7.77
5s_Colwellia-psychrerythraea-2,-2.59,4.71,4.78,6.75
5s_Linderina-macrospora-1,-2.70,4.00,4.00,5.31
5s_Dipsacomyces-acuminosporus-1,-2.71,4.00,4.01,5.28
5s_Rhodococcus-erythropolis-1,-2.89,3.73,2.36,5.94
5s_Pseudomonas-aeruginosa-1,-2.91,2.46,0.00,4.46
5s_Pseudomonas-aeruginosa-2,-2.91,2.46,0.00,4.46
5s_Prosthecomicrobium-enhydrum-1,-3.08,24.96,61.27,10.51
5s_Enterococcus-faecalis-1,-3.10,10.13,19.98,7.31
5s_Methanobacterium-formicicum-1,-3.39,19.00,38.63,14.97
5s_Bresslaua-vorax-1,-3.63,13.96,24.25,13.99
5s_Bacillus-firmus-1,-3.71,16.36,27.75,17.61
5s_Amycolatopsis-orientalis-1,-4.14,13.32,28.80,7.01
5s_Pirellula-sp.-2,-4.31,26.14,43.66,30.46
5s_Schizosaccharomyces-pombe-4,-4.52,6.15,8.06,5.88
5s_Legionella-pneumophila-1,-4.62,25.11,29.48,41.22
5s_Ancylobacter-aquaticus-1,-4.67,21.24,34.86,24.20
5s_Vibrio-parahaemolyticus-3,-4.76,6.00,6.01,7.24
5s_Colwellia-psychrerythraea-1,-4.85,5.13,3.78,6.75
5s_Xylella-fastidiosa-2,-4.95,14.85,33.13,6.48
5s_Listeria-monocytogenes-3,-5.10,17.14,25.78,20.54
5s_Helix-pomatia-1,-5.17,13.00,22.00,11.83
5s_Photobacterium-damselae-2,-5.23,26.52,47.91,26.41
5s_Mannheimia-succiniciproducens-1,-5.41,9.25,11.31,11.03
5s_Mannheimia-succiniciproducens-2,-5.41,9.25,11.31,11.03
5s_Saccharothrix-australiensis-1,-5.48,17.05,27.18,18.50
5s_Vibrio-fluvialis-1,-5.50,7.00,7.00,8.50
5s_Capniomyces-stellatus-1,-5.56,6.99,8.38,7.04
5s_Pneumocystis-carinii-1,-5.69,4.95,4.01,5.14
5s_Rhodococcus-erythropolis-2,-6.00,5.46,4.40,5.99
5s_Vibrio-mimicus-1,-6.09,10.00,10.00,13.90
5s_Neurospora-crassa-6,-6.16,5.95,6.28,5.40
5s_Sargassum-fulvellum-1,-6.18,20.55,47.16,8.30
5s_Arabidopsis-thaliana-1,-6.28,4.42,2.00,4.99
5s_Acinetobacter-sp.-1,-6.36,16.69,26.27,17.46
5s_Rhodopirellula-baltica-1,-6.44,26.15,41.55,30.46
5s_Xenopus-borealis-2,-6.53,39.91,57.20,55.99
5s_Escherichia-coli-11,-6.61,37.30,47.77,57.52
5s_Dactylosporangium-aurantiacum-1,-6.65,29.01,62.46,17.91
5s_Ascobolus-immersus-4,-6.71,7.09,7.02,7.55
5s_Listonella-pelagia-1,-6.85,16.11,20.75,20.72
5s_Acholeplasma-laidlawii-1,-6.90,10.00,13.84,9.25
5s_Coleosporium-tussilaginis-1,-7.03,20.93,41.13,14.63
5s_Filobasidium-floriforme-1,-7.03,20.93,41.13,14.63
5s_Gymnosporangium-clavariaeforme-1,-7.03,20.93,41.13,14.63
5s_Puccinia-poarum-1,-7.03,20.93,41.13,14.63
5s_Polyangium-cellulosum-1,-7.22,11.87,15.61,12.79
5s_Endophyllum-sempervivi-1,-7.37,21.01,41.10,14.56
5s_Filobasidium-floriforme-2,-7.37,21.01,41.10,14.56
5s_Kibdelosporangium-aridum-1,-7.41,42.33,68.18,51.39
5s_Ureaplasma-urealyticum-1,-7.65,9.41,11.02,9.56
5s_Ureaplasma-urealyticum-2,-7.65,9.41,11.02,9.56
5s_Escherichia-coli-3,-7.75,37.29,46.60,57.52
5s_Salmonella-enterica-3,-7.75,37.29,46.60,57.52
5s_Salmonella-enterica-5,-7.75,37.29,46.60,57.52
5s_Ureaplasma-parvum-3,-8.42,9.00,9.03,9.56
5s_Vibrio-cholerae-4,-8.42,14.00,14.51,19.07
5s_Vibrio-fischeri-2,-8.45,18.29,21.08,25.35
5s_Legionella-pneumophila-2,-8.51,25.00,25.00,41.49
5s_Xenopus-laevis-9,-8.72,19.66,38.45,11.79
5s_Ambystoma-salmoides-1,-8.74,28.73,43.55,33.89
5s_Thermus-thermophilus-2,-8.79,22.64,31.30,27.83
5s_Mycoplasma-gallisepticum-1,-8.81,20.43,29.41,23.08
5s_Ureaplasma-parvum-1,-8.84,9.00,9.06,9.10
5s_Ureaplasma-parvum-2,-8.84,9.00,9.06,9.10
5s_Rhodosporidium-toruloides-1,-8.87,17.72,40.18,4.12
5s_Crypthecodinium-cohnii-1,-8.93,12.30,15.27,12.70
5s_Flectobacillus-major-1,-9.06,11.04,11.14,12.93
5s_Neurospora-crassa-10,-9.19,11.87,22.10,4.32
5s_Neurospora-africana-2,-9.22,6.26,2.03,7.53
5s_Neurospora-crassa-14,-9.22,6.26,2.03,7.53
5s_Neurospora-intermedia-2,-9.22,6.26,2.03,7.53
5s_Vibrio-vulnificus-5,-9.33,14.00,14.00,18.68
5s_Rana-catesbeiana-1,-9.33,17.59,30.93,12.52
5s_Gemm_obscuB,-9.45,26.49,26.99,43.01
5s_Vibrio-natriegens-1,-9.57,14.00,14.00,18.43
5s_Vibrio-parahaemolyticus-5,-9.59,14.00,14.00,18.41
5s_Vibrio-vulnificus-2,-9.60,14.00,14.00,18.41
5s_Finegoldia-magna-2,-9.62,20.14,25.28,25.51
5s_Asellus-aquaticus-2,-9.65,26.07,48.20,20.35
5s_Mycoplasma-mobile-1,-9.67,11.01,11.01,12.35
5s_Acheta-domesticus-1,-9.71,11.12,14.12,9.51
5s_Vibrio-vulnificus-4,-9.92,14.24,14.00,18.80
5s_Photobacterium-sp.-1,-10.27,20.77,26.59,25.44
5s_Basidiobolus-magnus-1,-10.51,8.39,7.73,6.92
5s_Dicyema-misakiense-1,-10.54,13.30,29.34,0.00
5s_Salmonella-enterica-4,-10.80,32.45,29.24,57.30
5s_Candida-albicans-1,-10.90,10.96,10.78,11.19
5s_Finegoldia-magna-1,-11.12,20.64,25.28,25.51
5s_Andrias-davidianus-1,-11.42,30.92,39.07,42.28
5s_Pyrococcus-furiosus-2,-11.52,19.04,26.45,19.16
5s_Corynebacterium-efficiens-1,-11.67,32.71,36.05,50.41
5s_Streptococcus-mutans-1,-11.79,32.45,40.47,45.10
5s_Cupriavidus-necator-1,-11.86,14.00,18.90,11.24
5s_Blepharisma-japonicum-1,-12.07,10.37,9.12,9.93
5s_Cryptomonas-paramecium-1,-12.09,14.88,15.64,16.91
5s_Streptococcus-mutans-2,-12.10,32.45,39.72,45.54
5s_Araneus-diadematus-1,-12.12,14.00,14.00,15.87
5s_Vibrio-diazotrophicus-1,-12.32,14.10,14.55,15.45
5s_Vibrio-proteolyticus-1,-12.32,14.00,14.23,15.45
5s_Vibrio-parahaemolyticus-6,-12.33,14.00,14.00,15.67
5s_Thermus-thermophilus-1,-12.48,22.69,27.80,27.78
5s_Thiomonas-perometabolis-1,-12.57,21.71,38.79,13.76
5s_Anaplasma-phagocytophilum-1,-12.84,42.52,57.57,57.16
5s_Neisseria-gonorrhoeae-1,-12.85,12.44,16.88,7.58
5s_Neisseria-meningitidis-1,-12.85,12.44,16.88,7.58
5s_Lactobacillus-brevis-1,-12.92,33.56,44.61,43.15
5s_Eurypelma-californica-1,-12.97,14.00,14.49,14.55
5s_Solemya-velum-1,-13.15,21.54,46.89,4.57
5s_Bifidobacterium-longum-2,-13.17,34.32,44.76,45.04
5s_Vibrio-logei-1,-13.18,21.22,26.16,24.33
5s_Daphnia-magna-1,-13.28,24.25,5.00,54.47
5s_Kutzneria-albida-1,-13.35,35.91,55.38,39.02
5s_Ustilago-hordei-1,-13.38,20.18,41.94,5.21
5s_Ureaplasma-urealyticum-3,-13.47,11.13,9.01,10.90
5s_Vibrio-vulnificus-3,-13.53,18.00,18.97,21.50
5s_Photobacterium-angustum-1,-13.63,21.70,25.95,25.50
5s_Photobacterium-leiognathi-1,-13.63,21.70,25.95,25.50
5s_Pseudomonas-fluorescens-1,-13.68,13.00,11.95,13.37
5s_Pseudomonas-fluorescens-2,-13.68,13.00,11.95,13.37
5s_Methylomicrobium-clara-1,-13.73,16.94,33.88,3.21
5s_Streptomyces-coelicolor-4,-13.79,9.83,6.52,9.17
5s_Chaetomorpha-moniligera-1,-14.01,10.59,8.07,9.69
5s_Pseudomonas-syringae-4,-14.08,41.14,54.33,55.01
5s_Coxiella-burnetii-2,-14.10,32.38,51.80,31.23
5s_Pseudomonas-stutzeri-1,-14.18,34.41,63.80,25.27
5s_Vibrio-alginolyticus-1,-14.18,16.96,16.00,20.69
5s_Pseudomonas-fluorescens-4,-14.21,13.00,11.96,12.83
5s_Pseudomonas-putida-2,-14.21,13.00,11.96,12.83
5s_Pseudomonas-fluorescens-3,-14.21,13.00,11.96,12.83
5s_Pseudomonas-putida-1,-14.21,13.00,11.96,12.83
5s_Alcaligenes-faecalis-3,-14.35,13.00,11.95,12.70
5s_Shewanella-putrefaciens-1,-14.57,11.55,14.91,5.19
5s_Bacillus-megaterium-1,-14.72,16.96,15.26,20.91
5s_Psilotum-nudum-1,-14.78,32.16,64.28,17.42
5s_Saccharomonospora-azurea-1,-15.09,24.34,43.29,14.63
5s_Salmonella-typhimurium-4,-15.10,38.92,44.42,57.24
5s_Agrobacterium-vitis-1,-15.13,38.06,54.85,44.19
5s_Bombyx-mori-3,-15.18,13.00,13.71,10.11
5s_Samia-cynthia-ricini-x-Bombyx-mori-1,-15.18,13.00,13.71,10.11
5s_Xenopus-borealis-3,-15.31,45.69,61.51,60.26
5s_Magnolia-kobus-1,-15.43,23.42,49.86,4.99
5s_Magnolia-stellata-1,-15.43,23.42,49.86,4.99
5s_Lophocolea-heterophylla-1,-15.50,19.42,33.32,9.43
5s_Geobacillus-kaustophilus-3,-15.50,47.18,62.64,63.39
5s_Erythromicrobium-ezovicum-1,-15.70,16.60,15.00,19.11
5s_Bacteroides-fragilis-6,-16.07,32.57,34.08,47.57
5s_Perkinsus-andrewsi-1,-16.20,15.49,15.01,15.26
5s_Fusarium-sporotrichioides-1,-16.32,27.21,38.11,27.20
5s_Bifidobacterium-longum-1,-16.41,35.41,44.77,45.04
5s_Bifidobacterium-longum-3,-16.51,35.41,44.68,45.03
5s_Photobacterium-profundum-3,-16.65,30.98,42.78,33.50
5s_Itersonilia-perplexans-1,-16.68,21.12,32.13,14.56
