header,score,dist_natc_tend,dist_natc_tend_rev,dist_natc_subopt
srp_Myco.geni._BD439871,2.36,6.19,14.13,6.81
srp_Meth.vann._CP000742,1.87,0.00,0.00,1.87
srp_Erwi.caro._BX950851,1.67,0.16,0.87,1.28
srp_Baci.subt._X06803,0.94,0.00,0.00,0.94
srp_Baci.amyl._CP000560,0.87,0.00,0.00,0.87
srp_List.wels._AM263198,0.87,0.00,0.00,0.87
srp_Bifi.long._AE014295,0.41,10.04,18.29,12.24
srp_Cory.diph._BX248354,0.41,10.04,18.29,12.24
srp_Camp.jeju._AL139074,0.27,0.00,0.00,0.27
srp_Camp.jeju._CP000768,0.17,12.86,28.55,10.18
srp_Carb.hydr._CP000141,0.07,0.00,0.00,0.07
srp_Lact.sali._CP000233,0.07,0.00,0.00,0.07
srp_Shig.flex._CP000266,0.07,0.00,0.00,0.07
srp_Haem.infl._BD426631,-0.51,11.02,22.17,10.37
srp_Nitr.wino._CP000115,-0.52,0.26,0.00,0.26
srp_Spra.loph._GSP-51541,-0.83,32.40,37.31,59.07
srp_Stre.suis._CP000407,-0.93,5.00,5.04,9.03
srp_Stre.suis._CP000408,-0.93,5.00,5.04,9.03
srp_Buch.aphi._AE013218,-0.96,11.01,16.32,15.74
srp_Myco.pneu._AE000044,-1.09,3.00,3.02,4.89
srp_Myco.pneu._U00089,-1.09,3.00,3.02,4.89
srp_Rick.prow._AJ235273,-1.26,10.78,19.57,11.50
srp_Wolb.endo._AB080664,-1.26,2.04,2.07,2.79
srp_Syne.spec._CP000097,-1.34,4.45,8.62,3.40
srp_Stre.sang._CP000387,-1.73,6.27,6.27,10.81
srp_Trep.pall._AE001187,-1.76,30.80,57.45,33.20
srp_Myco.pulm._AL445565,-1.96,4.00,4.00,6.04
srp_Myco.capr._D00560,-2.40,3.00,3.02,3.57
srp_Myco.pulm._U06833,-2.40,3.00,3.02,3.57
srp_Pseu.aeru._X12644,-2.62,16.10,41.68,3.98
srp_Caul.cres._AE005673,-2.74,30.02,43.12,44.19
srp_Clos.teta._AE015936,-2.75,6.03,8.71,6.63
srp_Bifi.adol._AP009256,-3.44,9.94,14.17,12.21
srp_Esch.coli._AE016756,-3.54,11.13,25.57,4.28
srp_Esch.coli._X01074,-3.54,11.13,25.57,4.28
srp_Phot.lumi._BX571872,-3.54,11.13,25.57,4.28
srp_Salm.ente._AL627266,-3.54,11.13,25.57,4.28
srp_Wigg.glos._BA000021,-3.54,11.13,25.57,4.28
srp_Desu.vulg._AE017285,-3.58,23.78,47.42,20.33
srp_Trep.dent._AE017226,-3.65,25.86,49.44,24.51
srp_Brev.brev._D12926,-3.70,11.77,20.27,11.34
srp_Stre.ther._CP000024,-3.71,5.04,5.05,6.38
srp_Stre.pyog._AE009969,-3.72,5.00,5.00,6.28
srp_Fuso.nucl._AE009951,-3.77,11.00,17.19,12.05
srp_Stre.pneu._AE005672,-3.92,5.10,5.00,6.38
srp_Stre.pneu._AE008386,-3.92,5.10,5.00,6.38
srp_Stre.pneu._CP000410,-3.92,5.10,5.00,6.38
srp_Leis.trop._AY722722,-4.29,23.00,40.48,24.23
srp_Leis.trop._AY722723,-4.29,23.00,40.48,24.23
srp_Leis.trop._AY781789,-4.29,23.00,40.48,24.23
srp_Cyan.mero._AB002583,-4.39,5.10,5.10,5.82
srp_Myco.gall._AE015450,-4.46,6.03,6.01,7.62
srp_Guil.thet._AF041468,-4.49,10.30,14.00,12.41
srp_Stre.pyog._AE004092,-4.62,6.00,6.00,7.38
srp_Stre.pyog._CP000259,-4.62,6.00,6.00,7.38
srp_Stre.pyog._CP000260,-4.62,6.00,6.00,7.38
srp_Stre.pyog._CP000261,-4.62,6.00,6.00,7.38
srp_Myco.gall._AE016968,-4.73,4.27,2.00,6.08
srp_Myco.capr._S67588,-4.77,6.00,6.00,7.23
srp_Past.mult._AE006092,-6.17,13.66,27.41,7.39
srp_Arth.sp.._CP000454,-6.26,4.18,2.35,3.93
srp_Stre.agal._AE014209,-6.39,6.00,6.00,5.61
srp_Stre.agal._AL766845,-6.39,6.00,6.00,5.61
srp_Stre.agal._CP000114,-6.39,6.00,6.00,5.61
srp_Yers.pseu._CP000720,-7.20,15.15,16.98,21.27
srp_Haem.ducr._AE017154,-7.66,8.09,8.79,7.81
srp_Haem.infl._U32795,-7.66,8.09,8.79,7.81
srp_Legi.pneu._CP000675,-7.66,8.09,8.79,7.81
srp_Stre.muta._AE014133,-7.77,11.23,11.26,14.65
srp_Stre.muta._AF132127,-7.77,11.23,11.26,14.65
srp_Sino.medi._CP000738,-7.78,4.53,0.00,5.81
srp_Bruc.meli._AE009624,-7.88,35.81,64.65,34.90
srp_Novo.arom._CP000248,-8.16,3.48,0.00,2.29
srp_Rhiz.legu._AM236080,-8.16,3.48,0.00,2.29
srp_Rhod.spha._CP000143,-8.16,3.48,0.00,2.29
srp_Rhod.spha._CP000661,-8.16,3.48,0.00,2.29
srp_Brad.spec._CU234118,-8.33,35.59,60.20,38.24
srp_Bruc.meli._AM040264,-8.33,35.59,60.20,38.24
srp_Myco.myco._X53678,-8.44,8.89,2.06,16.16
srp_Dein.radi._AE002056,-8.54,43.46,59.14,62.70
srp_Vibr.para._BA000031,-8.68,9.00,9.00,9.32
srp_Neis.gono._DD110233,-9.08,20.67,48.40,4.55
srp_Sphi.alas._CP000356,-9.08,20.67,48.40,4.55
srp_Myco.hyop._AE017332,-9.25,19.29,25.46,23.15
srp_Cyan.mero._AY286123,-9.38,11.00,12.35,11.28
srp_Nitr.euro._BX321857,-9.82,16.21,34.29,4.52
srp_Caul.cres._AE005700,-10.10,36.33,49.24,49.65
srp_Stre.pneu._AE007319,-11.03,7.50,5.00,6.47
srp_Xyle.fast._AE009442,-11.05,24.07,57.54,3.61
srp_Bruc.ovis._CP000708,-11.10,32.87,52.74,34.78
srp_Rhiz.etli._CP000133,-11.10,32.87,52.74,34.78
srp_Myco.capr._CP000123,-11.22,11.00,11.00,10.78
srp_Clos.acet._AE007525,-11.36,26.19,60.90,6.31
srp_Myco.hyop._AE017243,-12.00,11.08,10.68,10.57
srp_Lact.brev._CP000416,-12.91,10.61,6.67,12.25
srp_Odon.sine._Z67753,-13.31,14.41,16.15,13.78
srp_Burk.spec._CP000151,-13.44,9.70,8.23,7.43
srp_Fran.tula._AM233362,-13.64,15.29,12.17,20.07
srp_Yers.pseu._BX936398,-13.74,13.00,12.03,13.23
srp_Pseu.puti._CP000712,-13.91,13.29,22.45,3.50
srp_Yers.ente._AM286415,-14.02,20.00,23.27,22.71
srp_Heli.pylo._CP000241,-14.36,26.65,49.91,15.69
srp_Idio.loih._AE017340,-14.40,7.16,3.00,4.08
srp_Porp.purp._U38804,-14.72,12.91,11.00,12.99
srp_Cory.glut._BA000036,-14.94,20.76,22.98,24.37
srp_Thal.pseu._GSP-296543,-15.25,17.44,19.15,17.90
srp_Stre.aver._BA000030,-15.28,25.65,34.30,27.37
srp_Coxi.burn._CP000733,-15.86,14.65,20.70,7.39
srp_Ther.mela._CP000716,-16.02,5.36,0.00,0.07
srp_Myco.aviu._AE017228,-16.48,26.93,29.12,35.20
srp_Bloc.flor._BX248583,-16.96,39.01,66.78,33.28
srp_Stap.epid._AE016751,-17.13,17.00,18.47,15.39
srp_Stap.epid._AF269814,-17.13,17.00,18.47,15.39
srp_Stap.epid._AF269831,-17.13,17.00,18.47,15.39
srp_Stap.epid._CP000029,-17.13,17.00,18.47,15.39
srp_Burk.pseu._CP000570,-17.56,36.63,45.84,46.48
srp_Ferv.nodo._CP000771,-17.71,5.93,0.00,0.07
srp_Brad.japo._BA000040,-17.71,5.93,0.00,0.07
srp_Brad.spec._CP000494,-17.71,5.93,0.00,0.07
srp_Bruc.abor._AE017223,-17.71,5.93,0.00,0.07
srp_Para.deni._CP000489,-17.71,5.93,0.00,0.07
srp_Sino.meli._AL591782,-17.71,5.93,0.00,0.07
srp_Burk.mall._CP000010,-17.83,35.06,45.93,41.41
srp_Burk.mall._CP000546,-17.83,35.06,45.93,41.41
srp_Burk.pseu._CP000124,-17.83,35.06,45.93,41.41
srp_Burk.pseu._CP000572,-17.83,35.06,45.93,41.41
srp_Synt.fuma._CP000478,-17.92,25.03,44.17,12.99
srp_Myco.spec._CP000384,-17.97,24.46,23.22,32.19
srp_Haem.infl._CP000057,-18.03,10.76,10.21,4.03
srp_Psyc.cryo._CP000323,-18.15,20.85,25.86,18.53
srp_Shew.spec._CP000469,-18.44,23.23,32.95,18.29
srp_Dein.geot._CP000359,-19.09,12.97,9.13,10.68
srp_Haem.somn._CP000436,-19.19,19.00,19.01,18.80
srp_Halo.halo._CP000544,-19.19,19.00,19.01,18.80
srp_Cory.jeik._CR931997,-19.36,30.30,38.62,32.93
srp_Lact.gass._CP000413,-19.53,27.88,38.28,25.82
srp_Agro.tume._AE007951,-20.45,41.27,56.27,47.08
srp_Wolb.endo._AE017321,-20.45,41.27,56.27,47.08
srp_Azoa.spec._AM406670,-20.49,17.45,20.81,11.06
srp_Prun.arme._CB819242,-21.26,28.62,31.58,33.03
srp_Prun.arme._CV045835,-21.26,28.62,31.58,33.03
srp_Proc.mari._BX572096,-21.28,36.65,51.53,37.15
srp_Proc.mari._CP000552,-21.56,30.14,19.87,49.00
srp_Stre.pyog._AE014139,-21.70,23.41,36.66,11.87
srp_Stre.pyog._BA000034,-21.70,23.41,36.66,11.87
srp_Magn.magn._AP007255,-22.07,17.35,13.73,16.24
srp_Camp.jeju._CP000538,-22.31,21.95,24.90,18.64
srp_Myco.spec._CP000518,-22.38,24.00,23.97,25.65
srp_Tric.eryt._CP000393,-22.79,9.04,3.15,1.16
srp_Cory.glut._AP009044,-22.80,22.99,22.50,23.68
srp_Sili.pome._CP000031,-23.17,17.62,17.89,11.81
srp_Coxi.burn._AE016828,-23.31,27.00,28.99,28.72
srp_Gynu.aura._SDB-109565,-23.36,24.91,26.56,24.80
srp_Haem.infl._L42023,-23.82,15.00,9.22,11.96
srp_Caul.cres._U49738,-23.86,27.91,33.00,26.87
srp_Bord.aviu._AM167904,-24.17,37.84,54.11,35.24
srp_Lact.lact._AM406671,-24.27,15.00,8.11,12.62
srp_Lact.lact._CP000425,-24.27,15.00,8.11,12.62
srp_Pseu.syri._CP000075,-24.36,32.13,64.03,7.98
srp_Bruc.suis._AE014291,-24.37,36.67,47.25,38.38
srp_Neis.meni._AL157959,-24.44,22.07,37.80,3.96
srp_Zymo.mobi._AE008692,-24.44,36.56,42.57,42.68
srp_Bord.para._BX640426,-24.90,26.64,44.38,10.63
srp_Bord.pert._BX640415,-24.90,26.64,44.38,10.63
srp_Meth.flag._CP000284,-24.90,26.64,44.38,10.63
srp_Burk.ceno._CP000380,-24.95,24.00,40.42,6.63
srp_Burk.ceno._CP000458,-24.95,24.00,40.42,6.63
srp_Burk.cepa._CP000440,-24.95,24.00,40.42,6.63
srp_Meso.viri._AF166114,-25.19,35.99,48.75,34.03
srp_Shew.onei._AE015625,-25.81,32.87,44.95,27.84
srp_Aqui.aeol._AE000657,-25.81,27.41,36.30,20.12
srp_Myco.pene._BA000026,-25.81,27.41,36.30,20.12
srp_Meso.loti._BA000012,-25.93,36.70,49.93,34.25
srp_Fran.tula._CP000437,-26.08,12.79,7.77,4.52
srp_Fran.tula._CP000439,-26.08,12.79,7.77,4.52
srp_Heli.pylo._AE000511,-26.08,12.79,7.77,4.52
srp_Proc.mari._AE017126,-26.32,26.00,26.00,25.68
srp_Psyc.sp.._CP000713,-26.38,21.51,22.40,15.74
srp_Fran.spec._CP000249,-26.59,29.89,26.90,36.17
srp_Leif.xyli._AE016822,-26.59,29.89,26.90,36.17
srp_Micr.lyso._M31831,-26.59,29.89,26.90,36.17
srp_Myco.aviu._AE016958,-26.59,29.89,26.90,36.17
srp_Synt.wolf._CP000448,-26.65,27.12,26.99,27.74
srp_Arth.aure._CP000474,-27.31,27.97,29.44,27.17
srp_Syne.spec._BA000022,-27.53,28.67,29.12,29.36
srp_Stre.pyog._AE006489,-28.08,21.47,23.12,13.22
srp_Stre.pyog._CP000003,-28.08,21.47,23.12,13.22
srp_Stre.pyog._CP000017,-28.08,21.47,23.12,13.22
srp_Stre.pyog._CP000056,-28.08,21.47,23.12,13.22
srp_Moor.ther._CP000232,-28.45,27.80,28.36,26.59
srp_Chla.cavi._AE015925,-28.82,42.26,61.56,36.41
srp_Bdel.bact._BX842656,-28.85,25.00,23.53,22.62
srp_Anap.marg._CP000030,-28.88,46.07,56.52,52.80
srp_Myco.bovi._BX248347,-29.13,23.93,15.29,27.37
srp_Agro.tume._AE008984,-29.23,37.76,45.45,38.61
srp_Fran.tula._AJ749949,-29.25,22.81,12.00,27.17
srp_Psyc.arct._CP000082,-29.54,29.78,33.12,26.70
srp_Aqui.aeol._AE000759,-29.99,26.05,26.76,21.40
srp_Myco.mobi._AE017308,-29.99,26.05,26.76,21.40
srp_Geob.meta._CP000148,-30.05,32.95,36.89,31.90
srp_Geob.sulf._AE017180,-30.05,32.95,36.89,31.90
srp_Desu.vulg._CP000527,-30.20,36.67,45.09,34.72
srp_Salm.ente._AE014613,-30.27,31.84,37.66,27.59
srp_Salm.ente._AE016842,-30.27,31.84,37.66,27.59
srp_Salm.ente._AE017220,-30.27,31.84,37.66,27.59
srp_Salm.typh._AE008717,-30.27,31.84,37.66,27.59
srp_Shew.balt._CP000563,-30.27,31.84,37.66,27.59
srp_Shew.deni._CP000302,-30.27,31.84,37.66,27.59
srp_Shew.onei._AE014299,-30.27,31.84,37.66,27.59
srp_Shew.spec._CP000444,-30.27,31.84,37.66,27.59
srp_Shew.spec._CP000446,-30.27,31.84,37.66,27.59
srp_Shig.flex._AE016979,-30.62,12.40,4.14,2.44
srp_Pseu.ento._CT573326,-30.69,24.85,37.87,5.99
srp_Thal.pseu._EF067921,-30.94,30.49,32.86,27.66
srp_Para.bras._EH655308,-31.29,44.52,53.95,48.33
srp_Rhod.palu._CP000463,-31.56,36.00,35.51,40.91
srp_Grac.tenu._AY673996,-31.98,29.09,29.18,26.09
srp_Porp.yezo._AP006715,-31.98,29.09,29.18,26.09
srp_Myco.spec._CP000580,-32.00,34.98,50.00,22.94
srp_Rhod.spha._CP000577,-32.03,15.00,2.09,10.88
srp_Mari.mari._CP000449,-32.23,44.96,62.19,40.45
srp_Caul.cres._U22036,-33.09,44.36,49.34,50.65
srp_Syne.spec._BX569693,-33.81,27.95,39.48,10.57
srp_Agro.tume._AE007869,-33.99,25.28,31.69,10.18
srp_Proc.mari._CP000111,-34.15,35.59,33.05,39.57
srp_Myco.tube._AE000516,-34.38,32.46,48.85,14.13
srp_Chla.trac._CP000051,-34.91,37.51,40.94,36.66
srp_Xant.oryz._AE013598,-34.97,25.90,21.97,20.75
srp_Lact.john._AE017198,-35.59,33.36,36.90,27.59
srp_Ajel.caps._CV620298,-36.25,51.82,68.45,50.76
srp_Yers.pest._AE009952,-36.27,34.15,43.89,22.30
srp_Yers.pest._AE017042,-36.27,34.15,43.89,22.30
srp_Yers.pest._AJ414155,-36.27,34.15,43.89,22.30
srp_Yers.pest._AL590842,-36.27,34.15,43.89,22.30
srp_Para.bras._CN238860,-36.59,46.80,54.96,48.86
srp_Para.bras._CN239248,-36.59,46.80,54.96,48.86
srp_Para.bras._CN240152,-36.59,46.80,54.96,48.86
srp_Para.bras._CN240538,-36.59,46.80,54.96,48.86
srp_Para.bras._CN241909,-36.59,46.80,54.96,48.86
srp_Para.bras._EH652573,-36.59,46.80,54.96,48.86
srp_Legi.pneu._AE017354,-37.54,19.93,13.68,8.56
srp_Legi.pneu._M31830,-37.54,19.93,13.68,8.56
srp_Vibr.vuln._BA000037,-37.65,34.82,45.55,21.27
srp_Pedi.pent._CP000422,-38.05,28.64,20.24,27.64
srp_Trep.pall._AE000520,-38.29,31.90,29.73,27.69
srp_Lact.john._AE017201,-38.32,42.01,44.73,42.97
srp_Pseu.syri._AE016853,-38.64,14.80,2.25,3.50
srp_Neis.gono._AE004969,-38.83,21.62,19.89,6.14
srp_Chla.muri._AE002321,-38.86,38.27,37.89,38.06
srp_Proc.mari._CP000551,-38.93,44.34,48.98,45.11
srp_Fran.alni._CT573213,-38.98,42.06,43.41,43.78
srp_Chla.trac._AE001298,-39.27,40.88,44.71,38.66
srp_Rick.typh._AE017197,-39.46,34.96,34.92,30.49
srp_Heli.pylo._AE001441,-39.51,26.37,20.17,19.44
srp_Myco.lepr._AL023596,-39.85,39.71,47.84,31.45
srp_Borr.afze._CP000395,-40.08,38.25,38.20,36.48
srp_Chro.viol._AE016825,-40.16,31.73,49.68,5.36
srp_Rhod.palu._CP000301,-40.57,45.67,55.54,40.91
srp_Xant.camp._AM039952,-40.75,52.75,60.85,56.66
srp_Leis.dono._AY722733,-41.06,45.65,74.94,20.96
srp_Leis.dono._AY722734,-41.06,45.65,74.94,20.96
srp_Leis.dono._AY722735,-41.06,45.65,74.94,20.96
srp_Leis.dono._AY781793,-41.06,45.65,74.94,20.96
srp_Leis.dono._AY781794,-41.06,45.65,74.94,20.96
srp_Leis.dono._AY781795,-41.06,45.65,74.94,20.96
srp_Leis.infa._AY781792,-41.06,45.65,74.94,20.96
srp_Desu.psyc._CR522870,-41.31,40.05,39.93,38.92
srp_Xyle.fast._AE012554,-41.64,28.63,37.48,6.79
srp_Cand.Bloc._CP000016,-42.31,43.67,47.00,41.70
srp_Fran.tula._CP000803,-42.31,43.67,47.00,41.70
srp_Hahe.chej._CP000155,-42.31,43.67,47.00,41.70
srp_Kleb.pneu._CP000647,-42.31,43.67,47.00,41.70
srp_Mari.aqua._CP000514,-42.31,43.67,47.00,41.70
srp_Prop.acne._AE017283,-42.36,35.34,49.46,14.19
srp_Trop.whip._AE014184,-42.36,35.34,49.46,14.19
srp_Trop.whip._BX251412,-42.36,35.34,49.46,14.19
srp_Haem.infl._CP000671,-42.37,29.13,40.40,4.62
srp_Zymo.mobi._AF203881,-42.49,42.90,43.95,42.25
srp_Heli.hepa._AE017125,-42.61,36.32,38.66,27.70
srp_Camp.curv._CP000767,-42.67,43.59,61.51,26.60
srp_Gluc.oxyd._CP000009,-42.75,47.03,49.11,49.22
srp_Toxo.gond._CO743022,-42.88,34.00,24.75,34.36
srp_Pseu.aeru._CP000744,-43.03,28.62,37.46,5.37
srp_Myco.aviu._CP000479,-43.31,39.69,32.35,43.39
srp_Sili.spec._CP000377,-43.66,29.75,14.21,31.37
srp_Xyle.fast._AE003849,-44.07,28.59,34.92,6.79
srp_Nitr.hamb._CP000319,-44.35,45.92,52.50,40.91
srp_Xant.camp._CP000050,-44.59,29.43,40.10,3.60
srp_Stap.haem._AP006716,-44.65,29.53,26.63,17.32
srp_Chla.cavi._AE016995,-44.71,39.01,38.00,34.33
srp_Yers.pest._CP000668,-44.73,43.59,63.89,22.16
srp_Camp.jeju._CP000025,-44.95,46.78,47.12,48.27
srp_Proc.spec._AJ011025,-44.99,46.06,44.37,48.82
srp_Proc.mari._CP000554,-45.73,47.18,46.55,49.25
srp_Proc.mari._CP000576,-45.73,47.18,46.55,49.25
srp_Ochr.anth._CP000758,-45.93,47.12,48.86,46.57
srp_Lact.delb._AF496545,-45.95,26.55,17.28,16.41
srp_Chla.pneu._BA000008,-46.35,43.16,46.14,36.98
srp_Camp.jeju._AL111168,-46.37,39.30,40.83,30.70
srp_Citr.sine._CN181543,-46.50,35.79,27.45,33.40
srp_Citr.sine._CN181544,-46.50,35.79,27.45,33.40
srp_Rhod.palu._CP000283,-46.85,41.51,36.76,40.91
srp_Sphi.witt._CP000699,-47.02,44.77,45.66,41.64
srp_Stre.coel._AL939118,-47.28,28.69,6.84,31.97
srp_Esch.coli._AE014075,-47.63,43.83,61.69,22.16
srp_Esch.coli._AP009048,-47.63,43.83,61.69,22.16
srp_Esch.coli._CP000243,-47.63,43.83,61.69,22.16
srp_Esch.coli._CP000468,-47.63,43.83,61.69,22.16
srp_Yers.pest._AE017129,-47.63,43.83,61.69,22.16
srp_Yers.pest._CP000305,-47.63,43.83,61.69,22.16
srp_Yers.pest._CP000308,-47.63,43.83,61.69,22.16
srp_Vibr.chol._AE004188,-47.99,41.02,54.27,20.81
srp_Lact.john._AX926712,-48.16,38.00,43.39,22.45
srp_Borr.burg._AE000783,-48.43,30.17,24.11,17.96
srp_List.mono._AE017331,-48.87,43.05,57.80,22.50
srp_List.mono._AL591984,-48.87,43.05,57.80,22.50
srp_Trep.dent._AE017246,-49.26,27.40,15.00,17.96
srp_Nost.spec._BA000019,-49.95,41.25,46.74,27.06
srp_Para.bras._CN241137,-51.51,57.72,62.64,59.02
srp_Lact.acid._CP000033,-52.10,43.43,38.79,39.40
srp_Clos.ther._CP000568,-52.15,76.77,87.75,90.40
srp_Neis.meni._AL162755,-53.69,24.89,16.82,4.15
srp_Phyt.infe._CV911012,-54.18,43.00,34.90,39.92
srp_Syne.elon._AP008231,-54.63,24.19,9.00,8.95
srp_Shig.flex._AE005674,-55.24,38.78,18.70,42.39
srp_Dein.radi._AE000513,-55.52,48.40,54.65,35.01
srp_Pseu.halo._CR954246,-55.74,37.16,48.41,7.33
srp_Sacc.degr._CP000282,-55.74,37.16,48.41,7.33
srp_Rhod.palu._BX572594,-57.71,50.25,52.13,40.91
srp_Rhod.rubr._CP000230,-57.71,50.25,52.13,40.91
srp_Chla.abor._CR848038,-58.12,50.00,50.24,41.65
srp_Proc.mari._BX572093,-58.33,36.70,37.14,14.63
srp_Bart.quin._BX897700,-58.46,49.11,50.52,38.36
srp_Lact.delb._CP000412,-58.55,31.46,21.93,13.91
srp_Lact.delb._CR954253,-58.55,31.46,21.93,13.91
srp_Alka.meta._CP000724,-58.81,67.13,85.53,57.05
srp_Lact.case._CP000423,-58.85,34.62,36.20,8.81
srp_Haem.infl._CP000672,-59.35,49.07,48.55,39.32
srp_Buch.aphi._AE014017,-60.19,37.86,47.43,5.96
srp_Buch.aphi._AE014122,-60.19,37.86,47.43,5.96
srp_Legi.pneu._CR628337,-60.19,37.86,47.43,5.96
srp_Fran.tula._CP000608,-60.29,22.61,3.01,4.52
srp_Heli.acin._AM260522,-60.31,45.20,41.37,33.93
srp_Heli.hepa._AE017149,-60.31,45.20,41.37,33.93
srp_Chla.pneu._AE001363,-60.47,50.16,53.46,36.56
srp_Chla.muri._AE002160,-61.10,47.01,39.89,40.06
srp_Vibr.chol._AE003852,-61.79,27.14,15.67,3.97
srp_Myco.vanb._CP000511,-62.35,33.12,14.15,22.87
srp_Pich.stip._CP000502,-62.91,28.18,12.66,8.98
srp_Chro.sale._CP000285,-63.44,35.55,29.60,13.60
srp_Myco.lepr._AL583925,-64.77,43.19,46.71,18.09
srp_Chla.pneu._AE002161,-65.57,47.13,48.87,26.96
srp_Pers.amer._X65992,-65.61,56.94,73.26,31.94
srp_Xant.oryz._AP008229,-65.94,34.07,21.19,15.07
srp_Vibr.harv._CP000789,-66.20,37.45,38.39,7.74
srp_Noca.farc._AP006618,-66.40,46.67,47.93,25.68
srp_Ther.fusc._CP000088,-66.40,46.67,47.93,25.68
srp_Anae.sp.._CP000769,-66.93,27.63,12.82,3.13
srp_Stre.muta._AE014879,-67.19,34.40,16.23,19.79
srp_Legi.pneu._CR628336,-68.35,43.78,54.15,8.83
srp_Borr.gari._CP000013,-69.93,35.56,17.30,19.44
srp_Vibr.vuln._AE016807,-70.53,46.68,47.82,21.70
srp_Acin.baum._CP000521,-70.84,32.36,22.33,3.92
